@cat01,@cat02,@cat03,@area,@time,@unit,$
001,002,01045,00000,1901,千人,1543
001,002,01046,00000,1601,千人,1855
001,002,01046,00000,1301,千人,1778
001,002,01046,00000,1701,千人,1695
001,002,01046,00000,1801,千人,1648
001,002,01046,00000,1901,千人,1583
001,002,01047,00000,1601,千人,1963
001,002,01047,00000,1301,千人,1854
001,002,01047,00000,1701,千人,1777
001,002,01047,00000,1801,千人,1694
001,002,01047,00000,1901,千人,1646
001,002,01048,00000,1601,千人,1998
001,002,01048,00000,1301,千人,1961
001,002,01048,00000,1701,千人,1852
001,002,01048,00000,1801,千人,1776
001,002,01048,00000,1901,千人,1692
001,002,01049,00000,1601,千人,1961
001,002,01049,00000,1301,千人,1995
001,002,01049,00000,1701,千人,1959
001,002,01049,00000,1801,千人,1851
001,002,01049,00000,1901,千人,1773
001,002,01050,00000,1601,千人,1902
001,002,01050,00000,1301,千人,1958
001,002,01050,00000,1701,千人,1993
001,002,01050,00000,1801,千人,1957
001,002,01050,00000,1901,千人,1848
001,002,01051,00000,1601,千人,1843
001,002,01051,00000,1301,千人,1899
001,002,01051,00000,1701,千人,1955
001,002,01051,00000,1801,千人,1990
001,002,01051,00000,1901,千人,1954
001,002,01052,00000,1601,千人,1814
001,002,01052,00000,1301,千人,1839
001,002,01052,00000,1701,千人,1896
001,002,01052,00000,1801,千人,1952
001,002,01052,00000,1901,千人,1987
001,002,01053,00000,1601,千人,1770
001,002,01053,00000,1301,千人,1810
001,002,01053,00000,1701,千人,1836
001,002,01053,00000,1801,千人,1894
001,002,01053,00000,1901,千人,1949
001,002,01054,00000,1601,千人,1768
001,002,01054,00000,1301,千人,1766
001,002,01054,00000,1701,千人,1807
001,002,01054,00000,1801,千人,1833
001,002,01054,00000,1901,千人,1890
001,002,01055,00000,1601,千人,1375
001,002,01055,00000,1301,千人,1764
001,002,01055,00000,1701,千人,1762
001,002,01055,00000,1801,千人,1803
001,002,01055,00000,1901,千人,1828
001,002,01056,00000,1601,千人,1699
001,002,01056,00000,1301,千人,1371
001,002,01056,00000,1701,千人,1760
001,002,01056,00000,1801,千人,1758
001,002,01056,00000,1901,千人,1799
001,002,01057,00000,1601,千人,1590
001,002,01057,00000,1301,千人,1694
001,002,01057,00000,1701,千人,1368
001,002,01057,00000,1801,千人,1755
001,002,01057,00000,1901,千人,1753
001,002,01058,00000,1601,千人,1549
001,002,01058,00000,1301,千人,1585
001,002,01058,00000,1701,千人,1689
001,002,01058,00000,1801,千人,1364
001,002,01058,00000,1901,千人,1750
001,002,01059,00000,1601,千人,1500
001,002,01059,00000,1301,千人,1543
001,002,01059,00000,1701,千人,1580
001,002,01059,00000,1801,千人,1684
001,002,01059,00000,1901,千人,1359
001,002,01060,00000,1601,千人,1471
001,002,01060,00000,1301,千人,1495
001,002,01060,00000,1701,千人,1538
001,002,01060,00000,1801,千人,1575
001,002,01060,00000,1901,千人,1678
001,002,01061,00000,1601,千人,1479
001,002,01061,00000,1301,千人,1465
001,002,01061,00000,1701,千人,1489
001,002,01061,00000,1801,千人,1532
001,002,01061,00000,1901,千人,1568
001,002,01062,00000,1601,千人,1506
001,002,01062,00000,1301,千人,1472
001,002,01062,00000,1701,千人,1458
001,002,01062,00000,1801,千人,1483
001,002,01062,00000,1901,千人,1525
001,002,01063,00000,1601,千人,1461
001,002,01063,00000,1301,千人,1498
001,002,01063,00000,1701,千人,1465
001,002,01063,00000,1801,千人,1451
001,002,01063,00000,1901,千人,1475
001,002,01064,00000,1601,千人,1418
001,002,01064,00000,1301,千人,1453
001,002,01064,00000,1701,千人,1490
001,002,01064,00000,1801,千人,1457
001,002,01064,00000,1901,千人,1443
001,002,01065,00000,1601,千人,1488
001,002,01065,00000,1301,千人,1410
001,002,01065,00000,1701,千人,1445
001,002,01065,00000,1801,千人,1481
001,002,01065,00000,1901,千人,1448
001,002,01066,00000,1601,千人,1531
001,002,01066,00000,1301,千人,1478
001,002,01066,00000,1701,千人,1401
001,002,01066,00000,1801,千人,1435
001,002,01066,00000,1901,千人,1470
001,002,01067,00000,1601,千人,1528
001,002,01067,00000,1301,千人,1520
001,002,01067,00000,1701,千人,1467
001,002,01067,00000,1801,千人,1390
001,002,01067,00000,1901,千人,1424
001,002,01068,00000,1601,千人,1618
001,002,01068,00000,1301,千人,1515
001,002,01068,00000,1701,千人,1507
001,002,01068,00000,1801,千人,1455
001,002,01068,00000,1901,千人,1378
001,002,01069,00000,1601,千人,1701
001,002,01069,00000,1301,千人,1603
001,002,01069,00000,1701,千人,1502
001,002,01069,00000,1801,千人,1494
001,002,01069,00000,1901,千人,1441
001,002,01070,00000,1601,千人,1793
001,002,01070,00000,1301,千人,1684
001,002,01070,00000,1701,千人,1587
001,002,01070,00000,1801,千人,1486
001,002,01070,00000,1901,千人,1478
001,002,01071,00000,1601,千人,1913
001,002,01071,00000,1301,千人,1773
001,002,01071,00000,1701,千人,1666
001,002,01071,00000,1801,千人,1568
001,002,01071,00000,1901,千人,1470
001,002,01072,00000,1601,千人,2082
001,002,01072,00000,1301,千人,1889
001,002,01072,00000,1701,千人,1751
001,002,01072,00000,1801,千人,1645
001,002,01072,00000,1901,千人,1548
001,002,01073,00000,1601,千人,2044
001,002,01073,00000,1301,千人,2054
001,002,01073,00000,1701,千人,1864
001,002,01073,00000,1801,千人,1727
001,002,01073,00000,1901,千人,1622
001,002,01074,00000,1601,千人,1920
001,002,01074,00000,1301,千人,2014
001,002,01074,00000,1701,千人,2024
001,002,01074,00000,1801,千人,1835
001,002,01074,00000,1901,千人,1700
001,002,01075,00000,1601,千人,1180
001,002,01075,00000,1301,千人,1890
001,002,01075,00000,1701,千人,1980
001,002,01075,00000,1801,千人,1989
001,002,01075,00000,1901,千人,1804
001,002,01076,00000,1601,千人,1251
001,002,01076,00000,1301,千人,1159
001,002,01076,00000,1701,千人,1855
001,002,01076,00000,1801,千人,1943
001,002,01076,00000,1901,千人,1952
001,002,01077,00000,1601,千人,1510
001,002,01077,00000,1301,千人,1226
001,002,01077,00000,1701,千人,1136
001,002,01077,00000,1801,千人,1817
001,002,01077,00000,1901,千人,1902
001,002,01078,00000,1601,千人,1437
001,002,01078,00000,1301,千人,1477
001,002,01078,00000,1701,千人,1198
001,002,01078,00000,1801,千人,1110
001,002,01078,00000,1901,千人,1775
001,002,01079,00000,1601,千人,1452
001,002,01079,00000,1301,千人,1403
001,002,01079,00000,1701,千人,1440
001,002,01079,00000,1801,千人,1168
001,002,01079,00000,1901,千人,1081
001,002,01080,00000,1601,千人,1382
001,002,01080,00000,1301,千人,1414
001,002,01080,00000,1701,千人,1364
001,002,01080,00000,1801,千人,1399
001,002,01080,00000,1901,千人,1135
001,002,01081,00000,1601,千人,1225
001,002,01081,00000,1301,千人,1341
001,002,01081,00000,1701,千人,1370
001,002,01081,00000,1801,千人,1321
001,002,01081,00000,1901,千人,1354
001,002,01082,00000,1601,千人,1033
001,002,01082,00000,1301,千人,1183
001,002,01082,00000,1701,千人,1294
001,002,01082,00000,1801,千人,1321
001,002,01082,00000,1901,千人,1273
001,002,01083,00000,1601,千人,1066
001,002,01083,00000,1301,千人,994
001,002,01083,00000,1701,千人,1137
001,002,01083,00000,1801,千人,1242
001,002,01083,00000,1901,千人,1268
001,002,01084,00000,1601,千人,1052
001,002,01084,00000,1301,千人,1020
001,002,01084,00000,1701,千人,950
001,002,01084,00000,1801,千人,1086
001,002,01084,00000,1901,千人,1186
001,002,01085,00000,1601,千人,1006
001,002,01085,00000,1301,千人,1002
001,002,01085,00000,1701,千人,969
001,002,01085,00000,1801,千人,901
001,002,01085,00000,1901,千人,1031
001,002,01086,00000,1601,千人,908
001,002,01086,00000,1301,千人,952
001,002,01086,00000,1701,千人,945
001,002,01086,00000,1801,千人,912
001,002,01086,00000,1901,千人,849
001,002,01087,00000,1601,千人,807
001,002,01087,00000,1301,千人,852
001,002,01087,00000,1701,千人,891
001,002,01087,00000,1801,千人,883
001,002,01087,00000,1901,千人,853
001,002,01088,00000,1601,千人,752
001,002,01088,00000,1301,千人,750
001,002,01088,00000,1701,千人,790
001,002,01088,00000,1801,千人,824
001,002,01088,00000,1901,千人,818
001,002,01089,00000,1601,千人,674
001,002,01089,00000,1301,千人,692
001,002,01089,00000,1701,千人,688
001,002,01089,00000,1801,千人,723
001,002,01089,00000,1901,千人,755
001,002,01090,00000,1601,千人,591
001,002,01090,00000,1301,千人,613
001,002,01090,00000,1701,千人,628
001,002,01090,00000,1801,千人,622
001,002,01090,00000,1901,千人,655
001,002,01091,00000,1601,千人,502
001,002,01091,00000,1301,千人,531
001,002,01091,00000,1701,千人,549
001,002,01091,00000,1801,千人,560
001,002,01091,00000,1901,千人,556
001,002,01092,00000,1601,千人,432
001,002,01092,00000,1301,千人,444
001,002,01092,00000,1701,千人,468
001,002,01092,00000,1801,千人,482
001,002,01092,00000,1901,千人,493
001,002,01093,00000,1601,千人,364
001,002,01093,00000,1301,千人,377
001,002,01093,00000,1701,千人,385
001,002,01093,00000,1801,千人,404
001,002,01093,00000,1901,千人,418
001,002,01094,00000,1601,千人,282
001,002,01094,00000,1301,千人,313
001,002,01094,00000,1701,千人,321
001,002,01094,00000,1801,千人,327
001,002,01094,00000,1901,千人,344
001,002,01095,00000,1601,千人,227
001,002,01095,00000,1301,千人,235
001,002,01095,00000,1701,千人,261
001,002,01095,00000,1801,千人,267
001,002,01095,00000,1901,千人,273
001,002,01096,00000,1601,千人,172
001,002,01096,00000,1301,千人,186
001,002,01096,00000,1701,千人,189
001,002,01096,00000,1801,千人,213
001,002,01096,00000,1901,千人,218
001,002,01097,00000,1601,千人,125
001,002,01097,00000,1301,千人,137
001,002,01097,00000,1701,千人,146
001,002,01097,00000,1801,千人,147
001,002,01097,00000,1901,千人,171
001,002,01098,00000,1601,千人,91
001,002,01098,00000,1301,千人,97
001,002,01098,00000,1701,千人,104
001,002,01098,00000,1801,千人,110
001,002,01098,00000,1901,千人,112
001,002,01099,00000,1601,千人,66
001,002,01099,00000,1301,千人,69
001,002,01099,00000,1701,千人,71
001,002,01099,00000,1801,千人,75
001,002,01099,00000,1901,千人,81
001,002,01100,00000,1601,千人,45
001,002,01100,00000,1301,千人,48
001,002,01100,00000,1701,千人,49
001,002,01100,00000,1801,千人,50
001,002,01100,00000,1901,千人,52
001,002,01101,00000,1601,千人,80
001,002,01101,00000,1301,千人,85
001,002,01101,00000,1701,千人,87
001,002,01101,00000,1801,千人,87
001,002,01101,00000,1901,千人,87
002,001,01000,00000,1601,千人,61350
002,001,01000,00000,1301,千人,61019
002,001,01000,00000,1701,千人,60758
002,001,01000,00000,1801,千人,60492
002,001,01000,00000,1901,千人,60233
002,001,01001,00000,1601,千人,428
002,001,01001,00000,1301,千人,425
002,001,01001,00000,1701,千人,409
002,001,01001,00000,1801,千人,388
002,001,01001,00000,1901,千人,367
002,001,01002,00000,1601,千人,446
002,001,01002,00000,1301,千人,427
002,001,01002,00000,1701,千人,424
002,001,01002,00000,1801,千人,409
002,001,01002,00000,1901,千人,388
002,001,01003,00000,1601,千人,468
002,001,01003,00000,1301,千人,446
002,001,01003,00000,1701,千人,427
002,001,01003,00000,1801,千人,423
002,001,01003,00000,1901,千人,409
002,001,01004,00000,1601,千人,480
002,001,01004,00000,1301,千人,468
002,001,01004,00000,1701,千人,446
002,001,01004,00000,1801,千人,427
002,001,01004,00000,1901,千人,424
002,001,01005,00000,1601,千人,502
002,001,01005,00000,1301,千人,480
002,001,01005,00000,1701,千人,468
002,001,01005,00000,1801,千人,446
002,001,01005,00000,1901,千人,427
002,001,01006,00000,1601,千人,514
002,001,01006,00000,1301,千人,502
002,001,01006,00000,1701,千人,480
002,001,01006,00000,1801,千人,468
002,001,01006,00000,1901,千人,446
002,001,01007,00000,1601,千人,514
002,001,01007,00000,1301,千人,514
002,001,01007,00000,1701,千人,502
002,001,01007,00000,1801,千人,480
002,001,01007,00000,1901,千人,469
002,001,01008,00000,1601,千人,525
002,001,01008,00000,1301,千人,514
002,001,01008,00000,1701,千人,514
002,001,01008,00000,1801,千人,502
002,001,01008,00000,1901,千人,481
002,001,01009,00000,1601,千人,527
002,001,01009,00000,1301,千人,525
002,001,01009,00000,1701,千人,514
002,001,01009,00000,1801,千人,514
002,001,01009,00000,1901,千人,502
002,001,01010,00000,1601,千人,541
002,001,01010,00000,1301,千人,527
002,001,01010,00000,1701,千人,525
002,001,01010,00000,1801,千人,514
002,001,01010,00000,1901,千人,515
002,001,01011,00000,1601,千人,545
002,001,01011,00000,1301,千人,540
002,001,01011,00000,1701,千人,527
002,001,01011,00000,1801,千人,525
002,001,01011,00000,1901,千人,515
002,001,01012,00000,1601,千人,548
002,001,01012,00000,1301,千人,545
002,001,01012,00000,1701,千人,541
002,001,01012,00000,1801,千人,527
002,001,01012,00000,1901,千人,526
002,001,01013,00000,1601,千人,558
002,001,01013,00000,1301,千人,548
002,001,01013,00000,1701,千人,546
002,001,01013,00000,1801,千人,541
002,001,01013,00000,1901,千人,528
002,001,01014,00000,1601,千人,555
002,001,01014,00000,1301,千人,558
002,001,01014,00000,1701,千人,548
002,001,01014,00000,1801,千人,546
002,001,01014,00000,1901,千人,542
002,001,01015,00000,1601,千人,550
002,001,01015,00000,1301,千人,555
002,001,01015,00000,1701,千人,558
002,001,01015,00000,1801,千人,548
002,001,01015,00000,1901,千人,546
002,001,01016,00000,1601,千人,553
002,001,01016,00000,1301,千人,550
002,001,01016,00000,1701,千人,556
002,001,01016,00000,1801,千人,559
002,001,01016,00000,1901,千人,549
002,001,01017,00000,1601,千人,575
002,001,01017,00000,1301,千人,553
002,001,01017,00000,1701,千人,551
002,001,01017,00000,1801,千人,556
002,001,01017,00000,1901,千人,559
002,001,01018,00000,1601,千人,581
002,001,01018,00000,1301,千人,575
002,001,01018,00000,1701,千人,553
002,001,01018,00000,1801,千人,551
002,001,01018,00000,1901,千人,557
002,001,01019,00000,1601,千人,601
002,001,01019,00000,1301,千人,582
002,001,01019,00000,1701,千人,579
002,001,01019,00000,1801,千人,559
002,001,01019,00000,1901,千人,558
002,001,01020,00000,1601,千人,617
002,001,01020,00000,1301,千人,604
002,001,01020,00000,1701,千人,591
002,001,01020,00000,1801,千人,593
002,001,01020,00000,1901,千人,576
002,001,01021,00000,1601,千人,635
002,001,01021,00000,1301,千人,624
002,001,01021,00000,1701,千人,618
002,001,01021,00000,1801,千人,606
002,001,01021,00000,1901,千人,611
002,001,01022,00000,1601,千人,636
002,001,01022,00000,1301,千人,638
002,001,01022,00000,1701,千人,638
002,001,01022,00000,1801,千人,632
002,001,01022,00000,1901,千人,623
002,001,01023,00000,1601,千人,651
002,001,01023,00000,1301,千人,637
002,001,01023,00000,1701,千人,650
002,001,01023,00000,1801,千人,653
002,001,01023,00000,1901,千人,651
002,001,01024,00000,1601,千人,654
002,001,01024,00000,1301,千人,652
002,001,01024,00000,1701,千人,649
002,001,01024,00000,1801,千人,663
002,001,01024,00000,1901,千人,670
002,001,01025,00000,1601,千人,658
002,001,01025,00000,1301,千人,654
002,001,01025,00000,1701,千人,662
002,001,01025,00000,1801,千人,657
002,001,01025,00000,1901,千人,676
002,001,01026,00000,1601,千人,666
002,001,01026,00000,1301,千人,656
002,001,01026,00000,1701,千人,660
002,001,01026,00000,1801,千人,668
002,001,01026,00000,1901,千人,666
002,001,01027,00000,1601,千人,664
002,001,01027,00000,1301,千人,664
002,001,01027,00000,1701,千人,660
002,001,01027,00000,1801,千人,665
002,001,01027,00000,1901,千人,676
002,001,01028,00000,1601,千人,649
002,001,01028,00000,1301,千人,661
002,001,01028,00000,1701,千人,666
002,001,01028,00000,1801,千人,664
002,001,01028,00000,1901,千人,671
002,001,01029,00000,1601,千人,653
002,001,01029,00000,1301,千人,646
002,001,01029,00000,1701,千人,662
002,001,01029,00000,1801,千人,670
002,001,01029,00000,1901,千人,669
002,001,01030,00000,1601,千人,647
002,001,01030,00000,1301,千人,650
002,001,01030,00000,1701,千人,646
002,001,01030,00000,1801,千人,666
002,001,01030,00000,1901,千人,674
002,001,01031,00000,1601,千人,658
002,001,01031,00000,1301,千人,644
002,001,01031,00000,1701,千人,650
002,001,01031,00000,1801,千人,650
002,001,01031,00000,1901,千人,670
002,001,01032,00000,1601,千人,668
002,001,01032,00000,1301,千人,655
002,001,01032,00000,1701,千人,644
002,001,01032,00000,1801,千人,653
002,001,01032,00000,1901,千人,653
002,001,01033,00000,1601,千人,688
002,001,01033,00000,1301,千人,665
002,001,01033,00000,1701,千人,655
002,001,01033,00000,1801,千人,647
002,001,01033,00000,1901,千人,656
002,001,01034,00000,1601,千人,704
002,001,01034,00000,1301,千人,685
002,001,01034,00000,1701,千人,665
002,001,01034,00000,1801,千人,657
002,001,01034,00000,1901,千人,649
002,001,01035,00000,1601,千人,713
002,001,01035,00000,1301,千人,702
002,001,01035,00000,1701,千人,685
002,001,01035,00000,1801,千人,667
002,001,01035,00000,1901,千人,660
002,001,01036,00000,1601,千人,736
002,001,01036,00000,1301,千人,711
002,001,01036,00000,1701,千人,701
002,001,01036,00000,1801,千人,687
002,001,01036,00000,1901,千人,669
002,001,01037,00000,1601,千人,759
002,001,01037,00000,1301,千人,734
002,001,01037,00000,1701,千人,711
002,001,01037,00000,1801,千人,702
002,001,01037,00000,1901,千人,688
002,001,01038,00000,1601,千人,768
002,001,01038,00000,1301,千人,758
002,001,01038,00000,1701,千人,734
002,001,01038,00000,1801,千人,712
002,001,01038,00000,1901,千人,704
002,001,01039,00000,1601,千人,768
002,001,01039,00000,1301,千人,766
002,001,01039,00000,1701,千人,757
002,001,01039,00000,1801,千人,734
002,001,01039,00000,1901,千人,713
002,001,01040,00000,1601,千人,775
002,001,01040,00000,1301,千人,766
002,001,01040,00000,1701,千人,766
002,001,01040,00000,1801,千人,758
002,001,01040,00000,1901,千人,735
002,001,01041,00000,1601,千人,808
002,001,01041,00000,1301,千人,773
002,001,01041,00000,1701,千人,766
002,001,01041,00000,1801,千人,767
002,001,01041,00000,1901,千人,758
002,001,01042,00000,1601,千人,828
002,001,01042,00000,1301,千人,807
002,001,01042,00000,1701,千人,773
002,001,01042,00000,1801,千人,766
002,001,01042,00000,1901,千人,767
002,001,01043,00000,1601,千人,858
002,001,01043,00000,1301,千人,827
002,001,01043,00000,1701,千人,806
002,001,01043,00000,1801,千人,773
002,001,01043,00000,1901,千人,766
002,001,01044,00000,1601,千人,881
002,001,01044,00000,1301,千人,857
002,001,01044,00000,1701,千人,827
002,001,01044,00000,1801,千人,806
002,001,01044,00000,1901,千人,773
002,001,01045,00000,1601,千人,923
002,001,01045,00000,1301,千人,880
002,001,01045,00000,1701,千人,856
002,001,01045,00000,1801,千人,826
002,001,01045,00000,1901,千人,806
002,001,01046,00000,1601,千人,959
002,001,01046,00000,1301,千人,921
002,001,01046,00000,1701,千人,879
002,001,01046,00000,1801,千人,856
002,001,01046,00000,1901,千人,826
002,001,01047,00000,1601,千人,1014
002,001,01047,00000,1301,千人,958
002,001,01047,00000,1701,千人,920
002,001,01047,00000,1801,千人,878
002,001,01047,00000,1901,千人,855
002,001,01048,00000,1601,千人,1029
002,001,01048,00000,1301,千人,1012
002,001,01048,00000,1701,千人,957
002,001,01048,00000,1801,千人,920
002,001,01048,00000,1901,千人,878
002,001,01049,00000,1601,千人,1011
002,001,01049,00000,1301,千人,1027
002,001,01049,00000,1701,千人,1011
002,001,01049,00000,1801,千人,956
002,001,01049,00000,1901,千人,918
002,001,01050,00000,1601,千人,980
002,001,01050,00000,1301,千人,1009
002,001,01050,00000,1701,千人,1025
002,001,01050,00000,1801,千人,1010
002,001,01050,00000,1901,千人,954
002,001,01051,00000,1601,千人,949
002,001,01051,00000,1301,千人,978
002,001,01051,00000,1701,千人,1007
002,001,01051,00000,1801,千人,1023
002,001,01051,00000,1901,千人,1008
002,001,01052,00000,1601,千人,931
002,001,01052,00000,1301,千人,946
002,001,01052,00000,1701,千人,976
002,001,01052,00000,1801,千人,1006
002,001,01052,00000,1901,千人,1021
002,001,01053,00000,1601,千人,908
002,001,01053,00000,1301,千人,929
002,001,01053,00000,1701,千人,944
002,001,01053,00000,1801,千人,974
002,001,01053,00000,1901,千人,1003
002,001,01054,00000,1601,千人,904
002,001,01054,00000,1301,千人,905
002,001,01054,00000,1701,千人,926
002,001,01054,00000,1801,千人,942
002,001,01054,00000,1901,千人,971
002,001,01055,00000,1601,千人,702
002,001,01055,00000,1301,千人,901
002,001,01055,00000,1701,千人,902
002,001,01055,00000,1801,千人,924
002,001,01055,00000,1901,千人,939
002,001,01056,00000,1601,千人,866
002,001,01056,00000,1301,千人,700
002,001,01056,00000,1701,千人,898
002,001,01056,00000,1801,千人,900
002,001,01056,00000,1901,千人,921
002,001,01057,00000,1601,千人,810
002,001,01057,00000,1301,千人,862
002,001,01057,00000,1701,千人,697
002,001,01057,00000,1801,千人,895
002,001,01057,00000,1901,千人,897
002,001,01058,00000,1601,千人,788
002,001,01058,00000,1301,千人,806
002,001,01058,00000,1701,千人,859
002,001,01058,00000,1801,千人,695
002,001,01058,00000,1901,千人,891
002,001,01059,00000,1601,千人,761
002,001,01059,00000,1301,千人,784
002,001,01059,00000,1701,千人,803
002,001,01059,00000,1801,千人,855
002,001,01059,00000,1901,千人,691
002,001,01060,00000,1601,千人,743
002,001,01060,00000,1301,千人,757
002,001,01060,00000,1701,千人,780
002,001,01060,00000,1801,千人,799
002,001,01060,00000,1901,千人,851
002,001,01061,00000,1601,千人,744
002,001,01061,00000,1301,千人,739
002,001,01061,00000,1701,千人,753
002,001,01061,00000,1801,千人,776
002,001,01061,00000,1901,千人,794
002,001,01062,00000,1601,千人,756
002,001,01062,00000,1301,千人,739
002,001,01062,00000,1701,千人,734
002,001,01062,00000,1801,千人,748
002,001,01062,00000,1901,千人,771
002,001,01063,00000,1601,千人,730
002,001,01063,00000,1301,千人,750
002,001,01063,00000,1701,千人,734
002,001,01063,00000,1801,千人,729
002,001,01063,00000,1901,千人,743
002,001,01064,00000,1601,千人,707
002,001,01064,00000,1301,千人,724
002,001,01064,00000,1701,千人,745
002,001,01064,00000,1801,千人,728
002,001,01064,00000,1901,千人,723
002,001,01065,00000,1601,千人,739
002,001,01065,00000,1301,千人,701
002,001,01065,00000,1701,千人,718
002,001,01065,00000,1801,千人,738
002,001,01065,00000,1901,千人,722
002,001,01066,00000,1601,千人,759
002,001,01066,00000,1301,千人,732
002,001,01066,00000,1701,千人,695
002,001,01066,00000,1801,千人,711
002,001,01066,00000,1901,千人,731
002,001,01067,00000,1601,千人,753
002,001,01067,00000,1301,千人,751
002,001,01067,00000,1701,千人,724
002,001,01067,00000,1801,千人,687
002,001,01067,00000,1901,千人,703
002,001,01068,00000,1601,千人,791
002,001,01068,00000,1301,千人,744
002,001,01068,00000,1701,千人,742
002,001,01068,00000,1801,千人,715
002,001,01068,00000,1901,千人,678
002,001,01069,00000,1601,千人,828
002,001,01069,00000,1301,千人,781
002,001,01069,00000,1701,千人,734
002,001,01069,00000,1801,千人,732
002,001,01069,00000,1901,千人,706
002,001,01070,00000,1601,千人,868
002,001,01070,00000,1301,千人,816
002,001,01070,00000,1701,千人,770
002,001,01070,00000,1801,千人,723
002,001,01070,00000,1901,千人,721
002,001,01071,00000,1601,千人,918
002,001,01071,00000,1301,千人,854
002,001,01071,00000,1701,千人,803
002,001,01071,00000,1801,千人,756
002,001,01071,00000,1901,千人,712
002,001,01072,00000,1601,千人,995
002,001,01072,00000,1301,千人,902
002,001,01072,00000,1701,千人,839
002,001,01072,00000,1801,千人,788
002,001,01072,00000,1901,千人,743
002,001,01073,00000,1601,千人,969
002,001,01073,00000,1301,千人,975
002,001,01073,00000,1701,千人,884
002,001,01073,00000,1801,千人,822
002,001,01073,00000,1901,千人,772
002,001,01074,00000,1601,千人,906
002,001,01074,00000,1301,千人,948
002,001,01074,00000,1701,千人,954
002,001,01074,00000,1801,千人,864
002,001,01074,00000,1901,千人,804
002,001,01075,00000,1601,千人,549
002,001,01075,00000,1301,千人,885
002,001,01075,00000,1701,千人,925
002,001,01075,00000,1801,千人,931
002,001,01075,00000,1901,千人,842
002,001,01076,00000,1601,千人,572
002,001,01076,00000,1301,千人,535
002,001,01076,00000,1701,千人,862
002,001,01076,00000,1801,千人,900
002,001,01076,00000,1901,千人,905
002,001,01077,00000,1601,千人,682
002,001,01077,00000,1301,千人,555
002,001,01077,00000,1701,千人,519
002,001,01077,00000,1801,千人,836
002,001,01077,00000,1901,千人,873
002,001,01078,00000,1601,千人,644
002,001,01078,00000,1301,千人,660
002,001,01078,00000,1701,千人,537
002,001,01078,00000,1801,千人,502
002,001,01078,00000,1901,千人,808
002,001,01079,00000,1601,千人,643
002,001,01079,00000,1301,千人,621
002,001,01079,00000,1701,千人,636
002,001,01079,00000,1801,千人,518
002,001,01079,00000,1901,千人,483
002,001,01080,00000,1601,千人,606
002,001,01080,00000,1301,千人,619
002,001,01080,00000,1701,千人,597
002,001,01080,00000,1801,千人,610
002,001,01080,00000,1901,千人,496
002,001,01081,00000,1601,千人,528
002,001,01081,00000,1301,千人,580
002,001,01081,00000,1701,千人,591
002,001,01081,00000,1801,千人,570
002,001,01081,00000,1901,千人,582
002,001,01082,00000,1601,千人,438
002,001,01082,00000,1301,千人,503
002,001,01082,00000,1701,千人,551
002,001,01082,00000,1801,千人,562
002,001,01082,00000,1901,千人,541
002,001,01083,00000,1601,千人,441
002,001,01083,00000,1301,千人,415
002,001,01083,00000,1701,千人,475
002,001,01083,00000,1801,千人,520
002,001,01083,00000,1901,千人,530
002,001,01084,00000,1601,千人,427
002,001,01084,00000,1301,千人,415
002,001,01084,00000,1701,千人,389
002,001,01084,00000,1801,千人,445
002,001,01084,00000,1901,千人,487
002,001,01085,00000,1601,千人,397
002,001,01085,00000,1301,千人,398
002,001,01085,00000,1701,千人,386
002,001,01085,00000,1801,千人,361
002,001,01085,00000,1901,千人,414
002,001,01086,00000,1601,千人,346
002,001,01086,00000,1301,千人,368
002,001,01086,00000,1701,千人,367
002,001,01086,00000,1801,千人,355
002,001,01086,00000,1901,千人,333
002,001,01087,00000,1601,千人,297
002,001,01087,00000,1301,千人,316
002,001,01087,00000,1701,千人,335
002,001,01087,00000,1801,千人,334
002,001,01087,00000,1901,千人,323
002,001,01088,00000,1601,千人,265
002,001,01088,00000,1301,千人,268
002,001,01088,00000,1701,千人,284
002,001,01088,00000,1801,千人,301
002,001,01088,00000,1901,千人,300
002,001,01089,00000,1601,千人,228
002,001,01089,00000,1301,千人,236
002,001,01089,00000,1701,千人,238
002,001,01089,00000,1801,千人,252
002,001,01089,00000,1901,千人,267
002,001,01090,00000,1601,千人,189
002,001,01090,00000,1301,千人,200
002,001,01090,00000,1701,千人,206
002,001,01090,00000,1801,千人,206
002,001,01090,00000,1901,千人,220
002,001,01091,00000,1601,千人,152
002,001,01091,00000,1301,千人,163
002,001,01091,00000,1701,千人,171
002,001,01091,00000,1801,千人,176
002,001,01091,00000,1901,千人,177
002,001,01092,00000,1601,千人,123
002,001,01092,00000,1301,千人,129
002,001,01092,00000,1701,千人,137
002,001,01092,00000,1801,千人,144
002,001,01092,00000,1901,千人,148
002,001,01093,00000,1601,千人,98
002,001,01093,00000,1301,千人,103
002,001,01093,00000,1701,千人,106
002,001,01093,00000,1801,千人,113
002,001,01093,00000,1901,千人,119
002,001,01094,00000,1601,千人,72
002,001,01094,00000,1301,千人,80
002,001,01094,00000,1701,千人,83
002,001,01094,00000,1801,千人,85
002,001,01094,00000,1901,千人,91
002,001,01095,00000,1601,千人,54
002,001,01095,00000,1301,千人,56
002,001,01095,00000,1701,千人,63
002,001,01095,00000,1801,千人,65
002,001,01095,00000,1901,千人,67
002,001,01096,00000,1601,千人,37
002,001,01096,00000,1301,千人,41
002,001,01096,00000,1701,千人,43
